ID,question,answer,relevance
6796,when barack obama was born,"In May 2012 , he became the first sitting U.S. president to publicly support same-sex marriage and in 2013 his administration filed briefs which urged the Supreme Court to rule in favor of same-sex couples in two high-profile cases .",0
2849,where does cashmere come from,Garments made from it provide excellent insulation .,0
8252,what is adem disease,"ADEM produces multiple inflammatory lesions in the brain and spinal cord , particularly in the white matter .",0
5390,what type of batteries are 357 ( LR44 ),"Formerly , mercury batteries were made as button cells ( types MR44 and NR44 ) .",0
5477,what kind of earthquake was haiti,"Among those killed were Archbishop of Port-au-Prince Joseph Serge Miot , and opposition leader Micha Gaillard .",0
7508,what does the family leave act,The FMLA is administered by the Wage and Hour Division of the United States Department of Labor .,0
2660,who owns hamburger helper,200px,0
7405,when did thomas jefferson become president,"After Martha Jefferson , his wife of eleven years , died in 1782 , Jefferson remained a widower for the rest of his life ; their marriage produced six children , of whom two survived to adulthood .",0
6777,what is sump pump used for,"The pump impeller is driven by a long , vertical extension shaft and the impeller is in a scroll housing in the base of the pump .",0
4573,what do biologists do,"Martinus Willem Beijerinck , a botanist and microbiologist",0
2343,who made the original care bears,The Care Bears are characters created by American Greetings in 1981 for use on greeting cards .,1
2126,where is university of nelson mandela metropolitan located,Nelson Mandela Metropolitan University ( NMMU ) is a South African tertiary education institution with its main administration in the coastal city of Port Elizabeth .,1
1965,who are the characters in 90210 in season 3,"With the reveal of the networks fall 2010 schedule , they announced their decision to move 90210 to Monday nights at 8:00 pm , as a lead-in to Gossip Girl .",0
8774,when did steven adler play for guns and roses,"During the 2000s , Adler was the drummer of the band Adler 's Appetite , and since 2012 , he has held the same position in the band Adler .",0
5304,what city is oregon state university in,The OSU 's liberal arts programs have also grown significantly and the department is considered a `` cornerstone '' of the institution .,0
1118,who rules communism government,"Communist states may have several legal political parties , but the communist party is usually granted a special or dominant role in government , often by statute or under the constitution .",0
9701,what are stanzas in poetry,"In modern poetry , the term is often equivalent with strophe ; in popular vocal music , a stanza is typically referred to as a `` verse `` ( distinct from the refrain , or `` chorus '' ) .",0
9292,how many nature oceans are on earth,"This animation uses Earth science data from a variety of sensors on NASA Earth observing satellites to measure physical oceanography parameters such as ocean currents , ocean winds , sea surface height and sea surface temperature .",0
4671,what do porcupines eat,"Porcupines are rodents with a coat of sharp spines , or quills , that defend and camouflage them from predators .",0
1542,where is the chupacabra found,"It is supposedly a heavy creature , the size of a small bear , with a row of spines reaching from the neck to the base of the tail .",0
2251,how are aircraft radial engines built,"Master rod ( upright ) , slaves and balances from a two-row , fourteen-cylinder Pratt & Whitney Twin Wasp",0
7662,what is honey bee propolis,Propolis as hive sealing,1
1167,when was Pope Benedict XVI elected ?,Pope Benedict also revived a number of traditions including elevating the Tridentine Mass to a more prominent position .,0
6351,what part of beef are rouladen cut from ?,"The more expensive version would be the round steak , also known as rump steak .",0
8865,where do sesame seeds come from,"It is widely naturalized in tropical regions around the world and is cultivated for its edible seeds , which grow in pods .",0
6094,what president was theodore roosevelt,"As an outdoorsman and naturalist , he promoted the conservation movement .",0
8275,what is an agents job role in film,An agent has to know what kind of work the client can and can not do in order to match them with various jobs .,0
1086,who won the most nba championships,It was founded in 1946 as the Basketball Association of America ( BAA ) .,0
3010,where do you find iodine,"Iodine is found on Earth mainly as the highly water-soluble iodide ion , I− , which concentrates it in oceans and brine pools .",1
6628,how is hydrogen produced,Hydrogen production is an estimated $ 100 billion industry .,0
3012,where do you find iodine,"In the universe and on Earth , iodine 's high atomic number makes it a relatively rare element .",0
1523,"where is shropshire , uk","The two Shropshire unitary areas ( covering all of the ceremonial county ) , together with the authorities covering the ceremonial county of Staffordshire , comprise the `` Shropshire and Staffordshire '' NUTS 2 region .",0
5897,how many seasons of grey 's anatomy are there,"It is primarily filmed in Los Angeles , California .",0
6456,what states has the electric chair,Death was frequently caused by electrical overstimulation of the heart .,0
9735,when did george washington died ?,"Elected unanimously as the first President of the United States in 1789 , he attempted to bring rival factions together to unify the nation .",0
2875,how are the # of electrons in each shell determined,The electrons in the outermost occupied shell ( or shells ) determine the chemical properties of the atom ; it is called the valence shell .,0
7493,what westerners include in pain and suffering,"Some damages that might be under this category would be : aches , temporary and permanent limitations on activity , potential shortening of life , depression or scarring .",1
